City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
256,sisimiut,66.9395,-53.6735,-4.31,95,100,5.17,GL,1702228256
257,chifeng,42.2683,118.9636,-11.51,35,100,3.06,CN,1702228256
258,fortuna,40.5982,-124.1573,8.19,100,0,2.06,US,1702228256
259,fazilka,30.4,74.0333,15.91,23,4,1.01,IN,1702228256
260,haparanda,65.8355,24.1368,-10.97,94,100,4.65,SE,1702228256
261,lascano,-33.6667,-54.2,22.15,72,56,4.08,UY,1702228227
262,anadyr,64.75,177.4833,-24.72,75,20,5.0,RU,1702228070
263,margaret river,-33.95,115.0667,16.76,47,0,5.82,AU,1702228256
264,tarrafal,15.2833,-23.7667,30.44,68,100,5.39,CV,1702228257
265,tosontsengel,48.7567,98.2839,-25.02,100,93,0.87,MN,1702228257
266,areia branca,-4.9561,-37.1369,30.09,56,60,8.95,BR,1702228257
267,kyathampalle,19.6678,78.5289,19.64,58,2,0.99,IN,1702228257
268,guiuan,11.0333,125.7247,28.02,78,80,6.96,PH,1702228257
269,broshniv-osada,48.9962,24.1975,-4.2,96,95,1.02,UA,1702228257
270,mashhad,36.297,59.6062,10.08,57,0,2.06,IR,1702228257
271,sullana,-4.9039,-80.6853,30.51,43,45,2.73,PE,1702228257
272,hinton,53.4001,-117.5857,-2.83,67,97,3.97,CA,1702228257
273,puerto santa,-8.9906,-78.6456,22.21,74,46,4.41,PE,1702228257
274,maymana,35.9214,64.7836,11.21,35,57,1.4,AF,1702228257
275,badger,64.8,-147.5333,-20.66,70,75,0.0,US,1702228257
276,saipan,15.1355,145.701,27.39,83,75,4.63,MP,1702228258
277,xiulin,29.7167,112.4,5.5,80,100,7.36,CN,1702228258
278,ulsteinvik,62.3432,5.8487,3.07,89,93,3.13,NO,1702228258
279,serhetabat,35.2799,62.3438,14.55,27,40,6.36,TM,1702228258
280,enterprise,36.0252,-115.2419,9.92,22,20,1.34,US,1702228258
281,san pedro pochutla,15.7333,-96.4667,31.84,49,20,2.52,MX,1702228190
282,prado,-17.3411,-39.2208,28.51,63,41,4.5,BR,1702228184
283,iranduba,-3.2847,-60.1861,31.18,53,100,0.17,BR,1702227992
284,mount pearl,47.5166,-52.7813,2.69,80,28,1.34,CA,1702228258
285,dolinsk,47.35,142.8,-9.04,80,80,6.5,RU,1702228259
286,qarqaraly,49.4058,75.4742,-25.49,96,31,0.95,KZ,1702228259
287,saint-philippe,-21.3585,55.7679,25.77,85,98,6.12,RE,1702228259
288,asmar,35.0333,71.3581,10.44,22,78,3.73,AF,1702228259
289,sitka,57.0531,-135.33,1.94,87,40,2.57,US,1702228259
290,sernur,56.9333,49.1536,-24.35,95,100,3.95,RU,1702228259
291,sydney mines,46.2367,-60.2177,6.25,70,83,2.68,CA,1702228259
292,tidjikja,18.5564,-11.4271,28.89,12,92,8.23,MR,1702228259
293,al bawiti,28.3492,28.8659,17.3,37,51,3.42,EG,1702228259
294,kingston,17.997,-76.7936,31.53,62,40,10.29,JM,1702227991
295,kilindoni,-7.9139,39.6668,27.87,73,19,4.04,TZ,1702228259
296,mili,6.0815,171.735,27.6,83,92,7.52,MH,1702228217
297,grand baie,-20.0182,57.5802,26.36,82,100,2.68,MU,1702228045
298,vitali,7.3711,122.2886,25.82,87,72,0.66,PH,1702228260
299,laghouat,33.8,2.8651,15.23,46,19,0.96,DZ,1702228260
300,can tho,10.0333,105.7833,25.99,89,20,2.57,VN,1702228260
301,kudahuvadhoo,2.6708,72.8944,28.43,75,56,1.43,MV,1702228260
302,saint-pierre,-21.3393,55.4781,25.82,78,91,1.54,RE,1702228260
303,paita,-5.0892,-81.1144,24.87,67,19,5.12,PE,1702228260
304,villa gesell,-37.2639,-56.973,21.29,69,1,4.83,AR,1702228260
305,at taj,24.2049,23.2857,15.95,49,0,5.34,LY,1702228261
306,luang prabang,19.8856,102.1347,21.67,96,25,0.49,LA,1702228261
307,kerikeri,-35.2268,173.9474,18.28,90,100,1.72,NZ,1702228261
308,linghai,41.1653,121.3667,-9.18,29,100,6.63,CN,1702228261
309,severo-yeniseyskiy,60.3725,93.0408,-38.57,100,41,0.45,RU,1702228261
310,pandan,14.0453,124.1694,26.06,84,32,2.13,PH,1702228261
311,jiuquan,39.7432,98.5174,-3.38,46,90,1.61,CN,1702228261
312,shenjiamen,29.9576,122.298,14.39,95,68,5.87,CN,1702228261
313,acarau,-2.8856,-40.12,30.12,60,96,8.28,BR,1702228261
314,swakopmund,-22.6833,14.5333,17.21,77,49,2.24,NA,1702228261
315,akureyri,65.6835,-18.0878,-9.23,82,17,1.95,IS,1702228261
316,newman,37.3138,-121.0208,7.86,68,100,0.54,US,1702228216
317,dem'yanovo,60.3511,47.0842,-19.65,90,100,3.54,RU,1702228262
318,wagar,16.1525,36.2032,30.96,22,8,3.75,SD,1702228262
319,hasaki,35.7333,140.8333,12.94,70,95,0.69,JP,1702228262
320,aquitania,5.5197,-72.8875,13.13,81,98,2.04,CO,1702228262
321,hammerfest,70.6634,23.6821,-4.75,63,75,5.66,NO,1702228262
322,monterey,36.2505,-121.2516,10.1,33,95,0.31,US,1702228262
323,trinidad,-14.8333,-64.9,33.99,55,20,3.09,BO,1702228262
324,canitas de felipe pescador,23.6,-102.7167,15.52,39,2,3.75,MX,1702228262
325,yonan-up,37.9089,126.1611,7.55,80,100,6.23,KP,1702228262
326,tazovsky,67.4667,78.7,-31.87,93,62,3.55,RU,1702228145
327,hacienda huancane,-15.8222,-70.8856,13.58,37,53,4.92,PE,1702228262
328,karema,-6.8205,30.4389,22.57,85,100,1.1,TZ,1702228263
329,punta del este,-34.9667,-54.95,25.06,72,20,5.66,UY,1702228263
330,sikonge,-5.6333,32.7667,21.72,79,100,2.17,TZ,1702228263
331,kankan,10.3854,-9.3057,33.62,12,99,2.04,GN,1702228263
332,guanica,17.9716,-66.908,31.65,51,12,7.44,PR,1702228263
333,hannibal,39.7084,-91.3585,0.51,69,40,4.63,US,1702228263
334,east ballina,-28.8667,153.5833,23.85,62,86,4.03,AU,1702228263
335,sarupathar,26.1984,93.8094,16.69,94,9,1.09,IN,1702228043
336,klyuchi,52.2667,79.1667,-20.62,84,21,1.98,RU,1702228263
337,zaozersk,69.4005,32.4476,-12.96,87,99,6.69,RU,1702228263
338,pacific grove,36.6177,-121.9166,13.94,43,0,5.81,US,1702228263
339,margate,51.3813,1.3862,12.17,93,80,4.02,GB,1702228264
340,basco,20.4487,121.9702,26.96,82,19,7.87,PH,1702228264
341,kiffa,16.6166,-11.4045,32.93,10,50,6.87,MR,1702228264
342,zima,53.9202,102.0442,-33.92,100,8,0.87,RU,1702228264
343,lloydminster,53.2835,-110.0016,-6.18,84,20,2.87,CA,1702228264
344,hermanus,-34.4187,19.2345,20.83,60,0,7.53,ZA,1702228151
345,cam pha mines,21.0167,107.3,21.27,95,41,1.31,VN,1702228264
346,lethbridge,49.7,-112.8186,-1.74,69,34,7.28,CA,1702228264
347,tobelo,1.7284,128.0095,26.4,82,98,1.84,ID,1702228264
348,chita,52.0333,113.55,-36.06,68,11,1.0,RU,1702228264
349,provins,48.5833,3.1667,10.76,91,100,9.05,FR,1702228264
350,monrovia,6.3005,-10.7969,31.87,73,69,5.22,LR,1702228265
351,lazaro cardenas,17.9583,-102.2,29.74,49,100,0.57,MX,1702228238
352,ndende,-2.4008,11.3581,24.89,94,97,1.84,GA,1702228265
353,kouvola,60.8667,26.7,-9.87,94,100,5.14,FI,1702228265
354,papao,-17.75,-149.55,27.82,84,87,12.45,PF,1702228147
355,shache,38.4167,77.2406,3.5,35,3,3.51,CN,1702228265
356,rabo de peixe,37.8,-25.5833,17.77,99,75,4.63,PT,1702228265
357,giddings,30.1827,-96.9364,11.22,23,0,7.39,US,1702228265
358,awjilah,29.1081,21.2869,16.58,52,64,2.45,LY,1702228265
359,leongatha,-38.4833,145.95,17.22,94,100,0.59,AU,1702228265
360,onega,63.9061,38.1404,-13.9,92,100,5.9,RU,1702228265
361,crane,31.3974,-102.3501,7.07,33,0,3.8,US,1702228265
362,malakal,9.5334,31.6605,30.29,22,92,2.39,SS,1702228266
363,afif,23.9065,42.9172,19.18,21,100,3.49,SA,1702228266
